Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Chemical Engireering,Chemical Engineering Thermodynamics, ,All gases during throttling process at atmospheric temperature and pressure show a cooling effect except,CO2,H2,O2,N2, ,B," No answer description available for this question. <a href=""discussion-4924"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Thermodynamics, ,Compressibility factor for almost all the gases are approximately same at the same,pressure and temperature.,reduced pressure and reduced temperature.,critical pressure and critical temperature.,none of these., ,B," No answer description available for this question. <a href=""discussion-4958"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Thermodynamics, ,Pick out the wrong statement.,Activity co-efficient is dimensionless.,"In case of an ideal gas, the fagacity is equal to its pressure.","In a mixture of ideal gases, the fugacity of a component is equal to the partial pressure of the component.",The fugacity co-efficient is zero for an ideal gas., ,D," No answer description available for this question. <a href=""discussion-4971"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Thermodynamics, ,"The co-efficient of performance (COP) of a refrigerating system, which is its index of performance, is defined as the ratio of useful refrigeration to the net work. The units of __________ and COP are the same.",kinematic viscosity,work,temperature,none of these, ,D," No answer description available for this question. <a href=""discussion-5064"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Thermodynamics, ,"The chemical potential of a component (Î¼i) of a phase is the amount by which its capacity for doing all work, barring work of expansion is increased per unit amount of sustance added for an infinitesimal addition at constant temperature and pressure. It is given by","<img src=""https://www.indiabix.com/_files/images/chemical-engineering/chemical-engineering-thermodynamics/421-430-1.png"">","<img src=""https://www.indiabix.com/_files/images/chemical-engineering/chemical-engineering-thermodynamics/421-430-2.png"">","<img src=""https://www.indiabix.com/_files/images/chemical-engineering/chemical-engineering-thermodynamics/421-430-3.png"">","all (a), (b) and (c)", ,D," No answer description available for this question. <a href=""discussion-5062"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Thermodynamics, ,"In jet refrigerators, the refrigerating fluid is practically always",water,ammonia,freon,brine, ,A," No answer description available for this question. <a href=""discussion-4854"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Thermodynamics, ,Water on heating from 1 to 4Â°C,contracts,expands,has same volume,may contract or expand, ,A," No answer description available for this question. <a href=""discussion-4916"">Let us discuss</a>. "
Chemical Engireering,Chemical Engineering Thermodynamics, ,Pick out the correct statement.,Compression ratio of an Otto engine is comparatively higher than a diesel engine.,Efficiency of an Otto engine is higher than that of a diesel engine for the same compression ratio.,"Otto engine efficiency decreases with the rise in compression ratio, due to decrease in work produced per quantity of heat.",Diesel engine normally operates at lower compression ratio than an Otto engine for an equal output of work., ,B," No answer description available for this question. <a href=""discussion-5070"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Higher efficiency in the combustion of solid fuel can not be achieved by,proper fuel preparation.,keeping the flue gas exhaust temperature very high.,adopting efficient-fuel firing technique & equipment.,supplying correct quantity of combustion air., ,B," No answer description available for this question. <a href=""discussion-6086"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,A coal containing very high percentage of durain is called __________ coal.,bright,splint,non-banded,boghead, ,B," No answer description available for this question. <a href=""discussion-5840"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"During combustion of gaseous fuels, deficiency of air",lengthens the flame.,tends to shorten the flame.,does not affect the flame length.,increases the flame temperature., ,A," No answer description available for this question. <a href=""discussion-5713"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Gross and net calorific value of a fuel will be the same,if its ash content is zero.,ifits carbon content is very low.,if its hydrogen/hydrogen compound content is zero.,under no circumstances., ,C," No answer description available for this question. <a href=""discussion-5916"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Low temperature carbonisation,is mainly for producing the smokeless domestic coke.,is meant for the production of 'metallurgical coke'.,produces higher quantity of gas than high temperature carbonisation.,produces less quantity of tar than high temperature carbonisation., ,A," No answer description available for this question. <a href=""discussion-5862"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Which of the following is not used as a binder in coal briquetting ?,Tar,Molasses,Pitch,Line, ,D," No answer description available for this question. <a href=""discussion-6134"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Size of blast furnace grade coke is __________ mm.,25-80,0-15,15-25,>100, ,A," No answer description available for this question. <a href=""discussion-5882"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Presence of __________ in a dry gaseous fuel does not contribute to its calorific value.,sulphur,oxygen,hydrogen,carbon, ,B," No answer description available for this question. <a href=""discussion-6092"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,The internal energy of the combustion products is __________ compared to that of reactants.,more,less,equal,"more or less , (depends on the state of fuel.)", ,B," No answer description available for this question. <a href=""discussion-5955"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Which of the following is not a product of tar distillation ?,Phenol & naphthalene,Benzol & pitch,Anthracene & creosote,None of these, ,D," No answer description available for this question. <a href=""discussion-5903"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Junker's calorimeter is used to determine the calorific value of,pulverised coal,gaseous fuels,fuel oil,none of these, ,B," No answer description available for this question. <a href=""discussion-5794"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Combustion reaction of fuels is a/an __________ reaction.,auto catalytic,exothermic,endothermic,none of these, ,B," No answer description available for this question. <a href=""discussion-6009"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"Improper storage condition results in the weathering of coal and spontaneous combustion, which increases its",caking index.,yield of carbonised products.,friability & oxygen content.,calorific value., ,C," No answer description available for this question. <a href=""discussion-6099"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Which of the following constituents of coal is the most important in the production of coke?,Moisture,Ash,Volatiles,Carbon, ,D," No answer description available for this question. <a href=""discussion-5753"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,High temperature in gasification of coal favours,high production of CO2.,low production of CO2.,high production of CO.,both (b) and (c)., ,D," No answer description available for this question. <a href=""discussion-5751"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Pick out the wrong statement.,LPG is also used as fuel for automobiles & small furnaces and for cutting & welding of metals.,"The minimum temperature, at which a petroleum oil vapor catches fire and continues to burn, is called its flash point.",Each ton of petroleum oil on distillation produces about 30-50 Nm3 of gas.,Maximum yield of naphthalene is obtained on distillation of crude oil., ,B," No answer description available for this question. <a href=""discussion-6136"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Stack heat losses can be minimised by,controlling the excess air.,oxygen enrichment of combustion air.,using low c.v. fuels.,maintaining proper draft in the furnace., ,A," No answer description available for this question. <a href=""discussion-6081"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Laboratory gas is obtained by the cracking of,gasoline,diesel,fuel oil,kerosene, ,D," No answer description available for this question. <a href=""discussion-6130"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Bituminous coal,ignites less easily than anthracite.,is generally coking.,burns with smoky yellow flame.,both (b) and (c)., ,D," No answer description available for this question. <a href=""discussion-5834"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"Ratio of primary air to secondary air increases with increase in the rank of coal, because the",high rank coals have higher amount of volatile matter.,ratio of fixed carbon to volatile matter increases.,oxygen      content      progressively decreases.,calorific value of the coal increases., ,B," No answer description available for this question. <a href=""discussion-5946"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,A coal having high amount of volatile matter,would require smaller combustion chamber.,produces very little of tar and gas on carbonisation.,ignites easily and burns with long smoky flame.,"all (a), (b) and (c).", ,D," No answer description available for this question. <a href=""discussion-5844"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Carbon Content by weight in air dried wood may be about __________ percent.,10,25,50,80, ,C," No answer description available for this question. <a href=""discussion-5988"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Which of the following accentuates clinker-ing trouble on furnace grate burning coal ?,Low reactivity of carbonised residue containing high proportions of iron & sulphur.,Low forced draught and fuel bed temperature.,Thick fire bed and preheated primary air.,"All (a), (b) and (c).", ,D," No answer description available for this question. <a href=""discussion-5738"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Natural draught produced by a chimney depends upon the,density of the chimney gases.,height of the chimney.,both (a) and (b).,neither (a) nor (b)., ,C," No answer description available for this question. <a href=""discussion-5810"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Gross & net calorific value is the same for,blast furnace gas,coke oven gas,L.D. converter gas,none of these, ,C," No answer description available for this question. <a href=""discussion-6171"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Higher percentage of ash in coal meant for the production of metallurgical grade coke,decreases the hardness of coke.,decreases the abrasion resistance of coke.,causes brittleness in steel.,none of these., ,D," No answer description available for this question. <a href=""discussion-5745"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Combustion of pulverised coal as compared to that of lump coal,develops a non-luminous flame.,develops a low temperature flame.,can be done with less excess air.,provides a lower rate of heat release., ,C," No answer description available for this question. <a href=""discussion-5720"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,'Wobbe index' is a characteristic of,solid fuels,gaseous fuels,liquid fuels,fat coals, ,B," No answer description available for this question. <a href=""discussion-6014"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"A coal with high ash content is undesirable, as",it is abrasive to the coal pulveriser (ie.g. ball mill) and the combustion chamber.,the ash in molten condition gets absorbed in the pores of the refractory lining of the furnace and causes its spalling due to different co-efficient of expansion/contraction of the refractory and the ash.,"the ash retains the sulphur & phosphorus and thus affects the quality of products in metallurgical furnace apart from increasing the slag volume. Besides, it may fuse and stick to the boiler tubes thereby reducing the heat transfer.","all (a), (b) and (c).", ,D," No answer description available for this question. <a href=""discussion-5846"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Presence of free moisture in coal during its high temperature carbonisation,reduces the coking time.,protects the volatile products from pyrolysis (cracking) in the presence of hot coke and hot oven walls.,increases the loss of fine coal dust from the ovens when charging.,none of these., ,B," No answer description available for this question. <a href=""discussion-5744"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Gray King Assay and Swelling Index of a coal is a measure of its,swelling characteristics.,abradability.,agglutinating properties.,resistance to impact breakage., ,A," No answer description available for this question. <a href=""discussion-5894"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"Explosion limit of blast furnace gas is 37 to 71% gas in gas-air mixture. It means that the blast furnace gas will explode when burnt in a confined space, if its concentration in the gas-air mixture is __________ percent.",< 37%,>71%,in between 37 & 71%,none of these, ,C," No answer description available for this question. <a href=""discussion-6035"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Prime coking coal is always blended with medium or non- coking coal before ear-bonisation,"to check against its excessive swelling during heating, which may exert high pressure and damage coke oven walls.","because, it alone produces unreactive coke.",both (a) and (b).,neither (a) nor (b)., ,C," No answer description available for this question. <a href=""discussion-5887"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"Actual flame temperature is always lower than the adiabatic flame temperature, because there is",no possibility of obtaining complete combustion at high temperature.,always loss of heat from the flame.,both (a) and (b).,neither (a) nor (b)., ,C," No answer description available for this question. <a href=""discussion-5981"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Coke oven gas consists mainly of,"H2, & CH4","CO, & CO2","H2, & CO","CH4, & CO", ,A," No answer description available for this question. <a href=""discussion-5781"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"Fuel gases containing hydrocarbons (ie.g. coke oven gas) are not preheated before burning, mainly because",the hydrocarbons crack thereby choking and fouling the heat transfer surface by carbon soot.,it reduces its calorific value tremendously.,it reduces its flame temperature tremendously.,there are chances of explosion during preheating., ,A," No answer description available for this question. <a href=""discussion-5849"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Which of the following is the most reactive (as regards the formation of CO + H2 from C + H2O) ?,Blast furnace coke,Low temperature coke,Anthracite coal,Sub-bituminous coal, ,B," No answer description available for this question. <a href=""discussion-5754"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Calorific value of coal middling generated in coal washeries during washing of coal may be around __________ Kcal/kg.,1000,4000,6000,8000, ,B," No answer description available for this question. <a href=""discussion-5910"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Flue gas discharge velocity through chimney of a big thermal power plant may be around __________ m/sec.,0.5,10,50,500, ,B," No answer description available for this question. <a href=""discussion-5814"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Which of the following is used for making the explosive 'TNT' ?,Benzol,Toluene,Pyridine,Cerosote, ,B," No answer description available for this question. <a href=""discussion-5905"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Adiabatic flame temperature of a fuel is dependent on the initial temperature of,fuel,air,both (a) & (b),neither (a) nor (b), ,C," No answer description available for this question. <a href=""discussion-5701"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Which of the following gaseous fuels has the lowest calorific value ?,Gobar gas,Refinery gas,Converter gas,Blast furnace gas, ,D," No answer description available for this question. <a href=""discussion-6169"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Which of the following is not a by-product recovered in a high temperature coal carbonisation plant ?,Benzol,Pitch-cresosote mixture (PCM),Napthalene,Ethylene, ,D," No answer description available for this question. <a href=""discussion-6108"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"Pensky-Marten apparatus is used for those oils, whose flash points are __________ Â°F.",<120,>120,<90,90-110, ,B," No answer description available for this question. <a href=""discussion-5942"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,In high temperature carbonisation of coal compared to low temperature carbonisation,yield of ammonia is less.,aromatic content of tar is low.,H2 content in the coke oven gas is more.,calorific value of the coke oven gas is lower., ,C," No answer description available for this question. <a href=""discussion-5861"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,"When incomplete combustion loss is high, the flue gas analysis shows large amount of",CO2,CO,O2,C, ,B," No answer description available for this question. <a href=""discussion-5977"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,The gas which contributes maximum to the heating value of natural gas is,CO,CO2,H2,CH4, ,D," No answer description available for this question. <a href=""discussion-6173"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,The temperature at which plastic layer formation takes place during carbonisation of coal varies from __________ Â°C.,100 to 150,350 to 450,550 to 650,700 to 850, ,B," No answer description available for this question. <a href=""discussion-6117"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Yield of coke oven gas in low temperature carbonisation of coal is about __________ Nm3 /ton of dry coal.,60,160,500,750, ,B," No answer description available for this question. <a href=""discussion-5972"">Let us discuss</a>. "
Chemical Engireering,Fuels and Combustion, ,Temperature of preheated air used for the transportation of pulverised coal through pipes to the burner of a boiler furnace is restricted to a maximum limit of about 300Â° C to avoid the,requirement of large volume combustion chamber.,risk of explosion.,chances of clinker formation.,incomplete combustion of coal., ,B," No answer description available for this question. <a href=""discussion-6153"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Fresh water carrying pipelines in chemical industries are coloured with __________ color.,sea green,brown,yellow,red, ,A," No answer description available for this question. <a href=""discussion-6985"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Which of the following material is seldom used for pressure vessel construction ?,Rimmed still,Mild steel,Killed steel,Semi-killed steel, ,A," No answer description available for this question. <a href=""discussion-7006"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,The ratio of shear stress to shear strain is called,bulk modulus,shear modulus,modulus of rigidity,modulus of elasticity, ,B," No answer description available for this question. <a href=""discussion-6888"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,25 per cent cut segmental baffle means that the baffle,height is 75% of the I.D. of the shell.,height is 25% of the I.D. of the shell.,spacing is 75% of its height.,width is 25% of its height., ,A," No answer description available for this question. <a href=""discussion-6718"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"Liquid/petroleum fuel storage tanks are built underground (as in case of petrol pumps), when the storage capacity is less than __________ kilolitres.",20,30,45,85, ,C," No answer description available for this question. <a href=""discussion-6949"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, , for fully open globe value may be around,10,25,75,300, ,D," No answer description available for this question. <a href=""discussion-6737"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Lug support is,the most suitable for thick vertical vessel.,same as bracket support.,provided usually for vessels of much smaller height than skirt supported vessels.,"all (a), (b) and (c).", ,D," No answer description available for this question. <a href=""discussion-6783"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"Pick out the wrong statement pertaining to the use of valve tray, seive tray and bubble cap trays in continuous distillation column.","Bubble cap trays though most expensive are the best in situations, where low vapour rates is to be handled and a positive liquid seal is essential at all flow rates.","Murphree efficiency of all the three trays are nearly equal, however the peak efficiency is generally higher for seive and valve trays than the bubble cap.",Maintenance cost for valve and seive trays are comparatively more than bubble cap tray due to their relatively complicated construction features.,Valve trays have the highest turn down ratio (i.e. the ratio of the highest to the lowest vapour flow rates) and thus provides the maximum flexible operating range., ,C," No answer description available for this question. <a href=""discussion-7044"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"With increase in the number of shell passes, the value of FT",increases,decreases,remains same,"remains same, only if the number of tube passes does not change.", ,A," No answer description available for this question. <a href=""discussion-6797"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Holes of a sieve tray are arranged in triangular pitch of __________ times the hole diameter.,1.5 to 2,2.5 to 5,5 to 10,10 to 15, ,B," No answer description available for this question. <a href=""discussion-6969"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"In case of a shell and tube heat exchanger, the minimum shell thickness for carbon steel (inclusive of corrosion allowance) depends on shell diameter and is in the range of __________ mm.",3-May,5-Nov,15-Aug,18-Dec, ,B," No answer description available for this question. <a href=""discussion-6991"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,The stress developed in a material without any permanent set is called the,ultimate stress,yield stress,elastic limit,breaking stress, ,C," No answer description available for this question. <a href=""discussion-6909"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"In a shell and tube heat exchanger, the 'tube pitch' is defined as the",O.D. of the tube for square pitch.,shortest distance between two adj acent tube holes.,shortest centre to centre distance between adjacent tubes.,none of these., ,C," No answer description available for this question. <a href=""discussion-6858"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Which of the following is not a valid assumption in continuous binary distillation for calculating the number of equilibrium stages by Mc-Cabe-Thiele's method ?,Sensible heat changes for vapour &  liquid are negligibly small.,Reflux is not a saturated liquid.,Molar latent heat of the two components are equal.,Heat of mixing of normal liquid is assumed to be zero., ,B," No answer description available for this question. <a href=""discussion-7031"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"Overall distillation column efficiency for most of the refinery columns can be given by (for Î¼ = 0.07 - 1.4 cp and relative volatility < 4) (where Î· = overall column efficiency, % Î¼ = molal average viscosity of feed at average column temperature and pressure, cp Îp = pressure drop per tray, psi)",Î· = 17 - 61.1 log Î¼,"<img src=""https://www.indiabix.com/_files/images/chemical-engineering/process-equipment-and-plant-design/565-83-1.png"">",Î· = 1.66 - 0.25 log Î¼,Î· = 0.25 log Î¼ - 1.67, ,A," No answer description available for this question. <a href=""discussion-6773"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,The value of fouling factor depends upon the,characteristic of process fluid.,velocity of process fluid containing suspended solids.,suspended solids in the fluid.,"all (a), (b) and (c).", ,D," No answer description available for this question. <a href=""discussion-6712"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"In case of bubble cap distillation column of diameter greater than 1.2 metres, the cap diameter is roughly about __________ cms.",10,20,30,35, ,A," No answer description available for this question. <a href=""discussion-6897"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"Tube side pressure drop in a 1-2 heat exchanger (for turbulent flow of fluids through the tubes) is about __________ times, that in a 1-1 heat exchanger having the same size & number of tubes and operated at the same liquid flow rate.",2,1-Feb,4,8, ,D," No answer description available for this question. <a href=""discussion-6838"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"To keep the power input constant for a stirred vessel operating under fully developed turbulent flow conditions (constant power number), if the impeller diameter is increased by 20%, the impeller speed should be decreased by a factor of",(1.2)3/2,(1.2)3/5,(1.2)2/3,(1.2)5/3, ,D," No answer description available for this question. <a href=""discussion-7079"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"In a heat exchanger, shell side fluid velocity can be changed by changing the tube",layout,pitch,both (a) & (b),neither (a) nor (b), ,C," No answer description available for this question. <a href=""discussion-6831"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Where does the maximum tensile strength occur in a thick cylindrical vessel subjected to internal pressure ?,At the inner surface.,At the mid thickness of the cylindrical wall.,At the outer surface.,None of these., ,A," No answer description available for this question. <a href=""discussion-6841"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"It is not desirable to design a heat exchanger for LMTD correction factor, FT, of less than",0.99,0.95,0.8,0.55, ,C," No answer description available for this question. <a href=""discussion-6800"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,A rivetted joint does not fail by __________ of rivets.,tearing,shearing,tearing of the plate across a row,none of these, ,D," No answer description available for this question. <a href=""discussion-6884"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Triangular pitch tube layout as compared to square pitch in a shell and tube heat exchanger,permits the use of less tubes in a given shell diameter.,facilitates comparatively easier external cleaning because of large clearance.,permits the use of more tubes in a given shell diameter.,both (b) and (c)., ,C," No answer description available for this question. <a href=""discussion-6717"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Bracket supports are the most suitable for supporting __________ vessels.,thick walled vertical,horizontal,thin shperical (e.g. Horton sphere),none of these, ,A," No answer description available for this question. <a href=""discussion-6693"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"In a multipass shell and tube heat exchanger, the shell side cross flow area does not depend upon",baffle spacing,clearance,pitch,none of these, ,D," No answer description available for this question. <a href=""discussion-6968"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Two iron pipes of the same nominal diameter but different schedule numbers will have the same,inside diameter,outside diameter,wall thickness,none of these, ,A," No answer description available for this question. <a href=""discussion-7075"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Steam side heat transfer co-efficient for design consideration under ordinary condition can be assumed    to be about __________ kcal/hr.m2.Â°C.,1250,2500,7500,15000, ,C," No answer description available for this question. <a href=""discussion-6839"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Pick out the wrong statement,"For all the cylindrical process vessels operating above atmospheric pressure, formed heads are used for closing the vessel.",Fouling factor of river water is less than that of sea water.,Risers provided in bubble cap trays in the distillation column facilitate the flow of both liquid and vapor.,both (b) and (c)., ,D," No answer description available for this question. <a href=""discussion-6961"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"Lessing ring is formed by the addition of a partition across the centre of a raschig ring, which results in an area increase of about __________ percent.",5,20,35,55, ,B," No answer description available for this question. <a href=""discussion-7037"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"In chemical process equipments, the conical bottom heads used, usually has an apex angle of",20Â°,40Â°,60Â°,80Â°, ,C," No answer description available for this question. <a href=""discussion-7065"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"Smaller sized packings are generally dumped to the packed columns, and the large ones of size greater than __________ mm are stacked individually, which provides better control over bed porosity and offers lower gas pressure drop.",25,50,75,150, ,C," No answer description available for this question. <a href=""discussion-7034"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Shell side heat transfer co-efficient in case of square pitch as compared to the triangular pitch under similar condition of fluid flow and tube size is,more,same,less,twice, ,C," No answer description available for this question. <a href=""discussion-6960"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Correct use of 'factor of safety' is very important in equipment design. It is defined as the ratio of the,ultimate stress to breaking stress.,ultimate stress to working stress.,working stress to ultimate stress.,none of these., ,B," No answer description available for this question. <a href=""discussion-6908"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,The operating velocity in the absorption tower is usually 40-50% of the flooding velocity. Packed absorption towers are normally designed for a pressure drop of about __________ mm of water    column per metre height of packing.,1-May,20-40,100-150,1000-1500, ,B," No answer description available for this question. <a href=""discussion-7023"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,__________ tray arrangement is recommended for distillation column having diameter upto 4 ft.,Radial flow,Cross flow,Split flow,Cascade, ,B," No answer description available for this question. <a href=""discussion-6815"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,What is the value of 'q' for saturated liquid feed to a distillation column ?,0,<1,1,>1, ,C," No answer description available for this question. <a href=""discussion-6857"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"In perforated plate towers, the","hole sizes may be around 1/8"" or 3/16"".",total hole area may be around 6 to 15% of tower cross-sectional area.,pressure drop is less compared is similar bubble cap towers.,"all (a), (b) and (c).", ,D," No answer description available for this question. <a href=""discussion-6774"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,The main purpose of providing stepping on the trays is to,increase the residence time.,decrease the pressure drop.,facilitate handling of large flow rate of liquid.,improve the flow condition., ,C," No answer description available for this question. <a href=""discussion-6930"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,The operating pressure drop range in a bag filter is about __________ mm water gauge.,50-150,5-Oct,500-1500,1500-2500, ,A," No answer description available for this question. <a href=""discussion-6812"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"The ends of a cylinderical vessel can be closed by a head, which can be one of the four shapes. For the same thickness, choose the one which can withstand the highest pressure.",Flat plate,Hemispherical,Torispherical,Ellipsoidal, ,D," No answer description available for this question. <a href=""discussion-7073"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,"For laminar flow (NRe < 2100) in steel pipe, the optimum inside pipe diameter is given by","Di, opt = 3 Q0.36 Ï0.18","Di, opt = 3.9 Q0.45 . Ï0.23","Di, opt = 7.6 Q0.36 . Ï0.9","Di, opt = 3 Q0.36 . Ï1.86 Î¼0.08", ,A," No answer description available for this question. <a href=""discussion-6739"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Pick out the correct statement.,"When highly corrosive fluids are to be handled, the plate towers prove to be cheaper and easier to construct than packed tower.","Packed towers are generally preferred over plate towers, if the liquids have a foaming tendency.",The pressure drop through the packed towers is generally more than the pressure drop through plate towers designed for same duty.,none of these., ,B," No answer description available for this question. <a href=""discussion-6780"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Wall thickness of schedule 40 pipe as compared to that of schedule 80 pipe is,more,less,same,"cither (a) or (b), depends upon the I.D. of the pipe", ,B," No answer description available for this question. <a href=""discussion-6955"">Let us discuss</a>. "
Chemical Engireering,Process Equipment and Plant Design, ,Pick out the wrong statement pertaining to the design of a basket type evaporator.,It is used for high viscosity liquor having large rate of scaling.,The tube bundle is suspended on bracket.,There is no central downtake.,Downtake is formed by the annular space between the bundle and the shell., ,A," No answer description available for this question. <a href=""discussion-6999"">Let us discuss</a>. "
