Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Cse Engineering,XML and ADO.NET, ,XML Schemas consist of:,properties and methods.,elements and attributes.,structure and data.,tables and relationships., ,B," No answer description available for this question. <a href=""discussion-499"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,The expression FOR XML RAW tells SQL Server to:,place the values of the columns as attributes in the resulting XML document.,place the values of the columns into elements rather than attributes.,place some columns into elements and others into attributes.,None of the above is correct., ,A," No answer description available for this question. <a href=""discussion-501"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,ADO.NET provides the ability to create and process in-memory databases called:,views.,relations.,tables.,datasets., ,D," No answer description available for this question. <a href=""discussion-502"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,An XML component that defines the structure of a document is known as a(n):,DOCTYPE.,DTD.,#PCDATA.,HTML Stylesheet., ,B," No answer description available for this question. <a href=""discussion-489"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,HTML is an application of a more robust document markup language called:,XHTML.,XML.,SGML.,None of the above is correct., ,C," No answer description available for this question. <a href=""discussion-483"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,"XSLT processors evaluate each statement in the context of the match that has been made. That is, XSLT processors are:",context oriented.,procedural oriented.,object oriented.,relational oriented., ,A," No answer description available for this question. <a href=""discussion-497"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,The DTD begins with the word:,#PCDATA.,XML.,DOCTYPE.,HTTPS., ,C," No answer description available for this question. <a href=""discussion-490"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,What is not true about XML?,Web page display is the most important application of XML.,"With XML, there is a clear separation between document structure, content and materialization.",XML is more powerful than HTML.,XML documents have two sections., ,A," No answer description available for this question. <a href=""discussion-488"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,What is not true about XSLT?,XSLT is a declarative transformation language.,XSLT uses a set of rules that govern how a document is to be materialized is created.,XSLT uses a set of procedures that specify how a document is to be programmed.,XSLT is used to transform the input document into another document., ,C," No answer description available for this question. <a href=""discussion-494"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,"If the XML data instance conforms to the DTD, the document is said to be:",type-invalid.,type-valid.,not-type-valid.,an HTML document., ,B," No answer description available for this question. <a href=""discussion-491"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,XML is:,a subset of SGML only.,a hybrid of document processing and database processing only.,a standardized yet customizable way to describe the content of documents only.,XML is all of the above., ,D," No answer description available for this question. <a href=""discussion-484"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,The document that is used by XSLT to indicate how to transform the elements of the XML document to another format is a(n):,HTML page.,DOCTYPE procedure.,stylesheet.,stored procedure., ,C," No answer description available for this question. <a href=""discussion-495"">Let us discuss</a>. "
Cse Engineering,XML and ADO.NET, ,"If an XML document does not have a DTD, then by definition it is:",not-type-valid.,type-valid.,an HTML document.,None of the above is correct., ,A," No answer description available for this question. <a href=""discussion-492"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,A BI reporting system does not ________ .,create meaningful information,deliver information to users on a timely basis,use statistical procedures to predict future events,use disparate data sources, ,C," No answer description available for this question. <a href=""discussion-573"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,Which of the following are not done by Business Intelligence (BI) systems?,Analyze past and current activities only,Process and record transactions only,Both of the above are correct.,Neither of the above is correct., ,B," No answer description available for this question. <a href=""discussion-563"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,Business Intelligence (BI) systems do not obtain their data by which of the following means?,Read and process data from an operational database,Process transactions,Process extracts from operational databases,Process data purchased from data vendors, ,B," No answer description available for this question. <a href=""discussion-566"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,"The ""curse of dimensionality"" relates to which problem of using operational data for BI reporting?",Dirty data,Inconsistent data,Too much data,Non-integrated data, ,C," No answer description available for this question. <a href=""discussion-571"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,A report generated by a reporting system is delivered to the appropriate users via a user-accessed Web site. This system uses which of the following report modes?,Push,Pull,RFM,OLAP, ,B," No answer description available for this question. <a href=""discussion-578"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,RFM analysis uses customers' purchasing patterns to ________ .,record transactions,analyze and rank customers,predict future sales using regression techniques,perform OLAP, ,B," No answer description available for this question. <a href=""discussion-574"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,"The ""F"" in RFM analysis stands for ________ .",frequently,freshness,fast food,fantasy, ,A," No answer description available for this question. <a href=""discussion-575"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,"We have Market Basket data for 1,000 rental transactions at a Video Store. There are for videos for rent -- Video A, Video B, Video C and Video D. The probability that both Video C and Video D are rented at the same time is known as ________ .",the basic probability,support,lift,confidence, ,B," No answer description available for this question. <a href=""discussion-581"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,Business Intelligence (BI) reporting systems cannot do which of the following operations?,Filter data,Group data,Modify data,Both filter and group data, ,C," No answer description available for this question. <a href=""discussion-570"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,Which of the following is not a component of a data warehouse?,Data extraction/cleaning/preparation programs,Data warehouse data,Data metadata,None of the above are data warehouse components., ,C," No answer description available for this question. <a href=""discussion-572"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,Business Intelligence (BI) reporting analyses can be performed using ________ .,standard SQL only,extensions to SQL only,OLAP only,both standard SQL and extensions to SQL, ,A," No answer description available for this question. <a href=""discussion-564"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,"We have been given access to the company's operational data, and have been asked to produce a report. We discover that some of the data we need are in an SQL server database while other needed data are in a separate Oracle database. This is an example of ________ .",dirty data,inconsistent data,non-integrated data,"a ""wrong format"" problem", ,C," No answer description available for this question. <a href=""discussion-569"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,The reports generated by a reporting system are usually not delivered in which of the following media?,Web portal,Commercial courier service,Digital dashboard,E-Mail, ,B," No answer description available for this question. <a href=""discussion-577"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,Data mining applications are used accomplish which of the following tasks?,Process transactions only,Do RFM analysis only,Do what-if analysis only,Do both RFM and what-if analysis, ,C," No answer description available for this question. <a href=""discussion-565"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,Which of the following is an unsupervised data mining technique?,Cluster analysis only,Regression Analysis only,RFM Analysis only,Both Regression Analysis and RFM Analysis, ,A," No answer description available for this question. <a href=""discussion-580"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,"In OLAP, we are interested in ________ .",levels only,dimensions only,measures only,measures and dimensions, ,D," No answer description available for this question. <a href=""discussion-579"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,Which of the following is not a reason that operational data are difficult to read?,Non-duplicated data,Dirty data,Missing values,Non-integrated data, ,A," No answer description available for this question. <a href=""discussion-568"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,"We have Market Basket data for 1,000 rental transactions at a Video Store. There are four videos for rent -- Video A, Video B, Video C and Video D. The probability that Video D will be rented given that Video C has been rented is known as ________ .",the basic probability,support,lift,confidence, ,D," No answer description available for this question. <a href=""discussion-582"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,One popular classification technique in Business Intelligence (BI) reporting is ________ .,cluster analysis only,regression analysis only,RFM analysis only,both cluster analysis and regression analysis, ,C," No answer description available for this question. <a href=""discussion-567"">Let us discuss</a>. "
Cse Engineering,Database Processing for BIS, ,"We have done an RFM analysis on our customer data. Mary Jones has a score of ""1 1 5"". This series means that Mary ________ .","Has ordered recently, orders frequently, and places a large order when she orders.","Hasn't ordered recently, orders infrequently, but places a large order when she orders.","Has ordered recently, orders frequently, but doesn't place a large order when she orders","Hasn't ordered recently, orders infrequently, and doesn't place a large order when she orders.", ,C," No answer description available for this question. <a href=""discussion-576"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,Which of the following database activities allow for the actual retrieval and use of a database?,Enterprise modeling,Logical database design,Physical database design and definition,Database implementation, ,D," No answer description available for this question. <a href=""discussion-640"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,"The three-schema components include all, but:",internal schema.,conceptual schema.,programming schema.,external schema., ,C," No answer description available for this question. <a href=""discussion-636"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,Which is not a type of data management technology?,Relational,Rational,Object-oriented,Dimensional, ,B," No answer description available for this question. <a href=""discussion-637"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,Which is not a relevant feature of CASE tools?,The ability to help draw data models using entity-relationship notations,The ability to generate code,An information repository,Access to a DB via the Internet, ,D," No answer description available for this question. <a href=""discussion-634"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,The first step in database development is which of the following?,Enterprise data modeling,Logical database design,Physical database design and definition,Database Implementation, ,A," No answer description available for this question. <a href=""discussion-642"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,"Which of the following database activities determines the entities, attributes, and relationships of data?",Conceptual data modeling,Logical database design,Physical database design and definition,Database implementation, ,A," No answer description available for this question. <a href=""discussion-638"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,The use of packaged data models can offer which of the following benefits?,Reduce implementation time and costs,Higher quality models,Both A and B.,Neither A nor B., ,C," No answer description available for this question. <a href=""discussion-644"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,The Enterprise tier of the three-tiered database architecture includes:,managing the data.,managing the User-system interface.,processing HTTP protocol.,processing scripting tasks., ,A," No answer description available for this question. <a href=""discussion-647"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,An entity type is which of the following?,"A major category of data about people, place, and things",The various departments of an organization,The application software,The business processes the support the mission of an organization, ,A," No answer description available for this question. <a href=""discussion-641"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,Strategic Planning factors do not include which of the following?,Organizational goals,Critical success factors,Information engineering,Problem areas, ,C," No answer description available for this question. <a href=""discussion-643"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,CASE tools do not include which of the following features?,Help to draw data models,Help to generate code,Help to manage people,Create an information repository, ,C," No answer description available for this question. <a href=""discussion-635"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,"In enterprise data modeling, which is incorrect?",You review current systems.,You implement the new database.,You describe the data needed at a very high level of abstraction.,You plan one or more database development projects., ,B," No answer description available for this question. <a href=""discussion-633"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,Which of the following database activities require a specific knowledge of a DBMS?,Enterprise modeling,Conceptual data modeling,Logical database design,Physical database design and definition, ,D," No answer description available for this question. <a href=""discussion-639"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,User views are included as part of which schema?,Internal,Conceptual,External,None of the above., ,C," No answer description available for this question. <a href=""discussion-646"">Let us discuss</a>. "
Cse Engineering,The Database Development Process, ,Whose role is it to determine the requirements and design for a database?,Database analysts,Database administrators,Both A and B.,Neither A or B., ,A," No answer description available for this question. <a href=""discussion-645"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,An action assertion must include which of the following?,Anchor object,Action,Corresponding object,All of the above., ,D," No answer description available for this question. <a href=""discussion-701"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,An oval represents which of the following in an EER?,Attribute,Entity,Optional One,Relationship, ,A," No answer description available for this question. <a href=""discussion-694"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,Inheritance is which of the following?,When a supertype entity inherits values of the subtype attribute,When a subtype entity inherits values of the supertype attribute,When a supertype entity inherits values of another supertype attribute,When a subtype entity inherits values of another subtype attribute, ,B," No answer description available for this question. <a href=""discussion-696"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,"When an entity instance must be a member of only one subtype, it is which of the following?",Disjoint with total specialization,Disjoint with partial specialization,Overlap with total specialization,Overlap with partial specialization, ,A," No answer description available for this question. <a href=""discussion-698"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,A supertype/subtype hierarchy is which of the following?,Each subtype has only one attribute.,Each supertype has only one attribute.,Each subtype has only one supertype.,Each supertype has only one subtype., ,C," No answer description available for this question. <a href=""discussion-706"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,A rectangle represents which of the following in an EER?,Attribute,Entity,Optional One,Relationship, ,B," No answer description available for this question. <a href=""discussion-693"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,Which one of the following symbols is not used in an ERD?,Rectangle,Oval,Diamond,Circle, ,D," No answer description available for this question. <a href=""discussion-703"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,Specialization is which of the following processes?,Defining one or more subtypes of the supertype and forming supertype/subtype relationships.,Defining one or more supertypes of the subtype and forming supertype/subtype relationships.,Defining one or more subtypes of the supertype and not forming supertype/subtype relationships.,Defining one or more supertypes of the subtype and not forming supertype/subtype relationships., ,A," No answer description available for this question. <a href=""discussion-704"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,Which of the following statements concerning business rules is true?,It should be complex.,It should not be convertible to computer code.,It may include restrictions.,All of the above., ,C," No answer description available for this question. <a href=""discussion-702"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,A supertype/subtype hierarchy has which of the following features?,Subtypes at the lower lever in the hierarchy inherit attributes only from their immediate supertype.,Attributes are assigned at the highest logical level.,Subtypes at the higher lever in the hierarchy inherit attributes only from their immediate subtype.,Attributes are assigned at the lowest logical level., ,B," No answer description available for this question. <a href=""discussion-707"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,A subtype discriminator is which of the following?,An attribute of the supertype whose values determine the subtype,An attribute of the subtype whose values determine the supertype,An attribute of the supertype whose values determine the supertype,An attribute of the subtype whose values determine the subtype, ,A," No answer description available for this question. <a href=""discussion-705"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,"When an entity instance may be a member of multiple subtypes or it does not have to be a member of a subtype, it is which of the following?",Disjoint with total specialization,Disjoint with partial specialization,Overlap with total specialization,Overlap with partial specialization, ,C," No answer description available for this question. <a href=""discussion-699"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,A subtype entity name should be which of the following?,A singular noun,Specific to the organization,Concise,All of the above, ,D," No answer description available for this question. <a href=""discussion-695"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,Use of a supertype/subtype relationship is necessary when which of the following exists?,An instance of a subtype participates in a relationship that is unique to that subtype.,An instance of a subtype participates in a relationship that is the same as the other subtypes.,Attributes apply to all of the instances of an entity type.,No attributes apply to any of the instances of an entity type., ,A," No answer description available for this question. <a href=""discussion-697"">Let us discuss</a>. "
Cse Engineering,ER Model and Business Rules, ,Which of the following is not one of the three ways to classify an action assertion?,Condition,Integrity Control,Authorization,Enabler, ,D," No answer description available for this question. <a href=""discussion-700"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,"If a denormalization situation exists with a one-to-one binary relationship, which of the following is true?",All fields are stored in one relation.,All fields are stored in two relations.,All fields are stored in three relations.,All fields are stored in four relations., ,A," No answer description available for this question. <a href=""discussion-756"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,Selecting a data type involves which of the following?,Maximize storage space,Represent most values,Improve data integrity,All of the above., ,C," No answer description available for this question. <a href=""discussion-755"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,What is the best data type definition for Oracle when a field is alphanumeric and has a length that can vary?,VARCHAR2,CHAR,LONG,NUMBER, ,A," No answer description available for this question. <a href=""discussion-754"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,"If a denormalization situation exists with a many-to-many or associative binary relationship, which of the following is true?",All fields are stored in one relation.,All fields are stored in two relations.,All fields are stored in three relations.,All fields are stored in four relations., ,B," No answer description available for this question. <a href=""discussion-757"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,Which of the following is an advantage of partitioning?,Complexity,Inconsistent access speed,Extra space,Security, ,D," No answer description available for this question. <a href=""discussion-758"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,The blocking factor is:,a group of fields stored in adjacent memory.,the number of physical records per page.,attributes grouped together by the same primary key.,attributes grouped together by the same secondary key., ,B," No answer description available for this question. <a href=""discussion-767"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,Which of the following improves a query's processing time?,Write complex queries.,Combine a table with itself.,Query one query within another.,Use compatible data types., ,D," No answer description available for this question. <a href=""discussion-766"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,Which of the following are integrity controls that a DBMS may support?,Assume a default value in a field unless a user enters a value for that field.,Limit the set of permissible values that a field may assume.,Limit the use of null values in some fields.,All of the above., ,D," No answer description available for this question. <a href=""discussion-761"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,Which of the following is not a factor to consider when switching from small to large block size?,The length of all of the fields in a table row.,The number of columns,Block contention,Random row access speed, ,B," No answer description available for this question. <a href=""discussion-765"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,What is the best data type definition for Oracle when a field is alphanumeric and has a fixed length?,VARCHAR2,CHAR,LONG,NUMBER, ,B," No answer description available for this question. <a href=""discussion-753"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,A secondary key is which of the following?,Nonunique key,Primary key,Useful for denormalization decisions,Determines the tablespace required, ,A," No answer description available for this question. <a href=""discussion-762"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,The fastest read/write time and most efficient data storage of any disk array type is:,RAID-0.,RAID-1.,RAID-2.,RAID-3., ,A," No answer description available for this question. <a href=""discussion-763"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,A rule of thumb for choosing indexes for a relational database includes which of the following?,Indexes are more useful on smaller tables.,Indexes are more useful for columns that do not appear frequently in the WHERE clause in queries.,Do not specify a unique index for the primary key of each table.,Be careful indexing attributes that have null values., ,D," No answer description available for this question. <a href=""discussion-760"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,Sequential retrieval on a primary key for sequential file storage has which of the following features?,Very fast,Moderately fast,Slow,Impractical, ,A," No answer description available for this question. <a href=""discussion-759"">Let us discuss</a>. "
Cse Engineering,Physical Database Design, ,A multidimensional database model is used most often in which of the following models?,Data warehouse,Relational,Hierarchical,Network, ,A," No answer description available for this question. <a href=""discussion-764"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Which of the following statements is true about symmetric multiprocessing?,A single copy of the operating system resides in each processor.,Useful for situations where data must remain in memory to process.,Bottlenecks increase with uniprocessor systems because tasks are not shared.,The problems of memory contention are unlikely., ,B," No answer description available for this question. <a href=""discussion-850"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Which of the following items are not necessary for client/server?,Assure that tools will connect with middleware.,Understand the requirements.,Determine network bandwidth capabilities.,Include the use of a file server., ,D," No answer description available for this question. <a href=""discussion-853"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,A benefit of the three-tier architecture is which of the following?,New modules can be built to support specific business needs,Performance improves for compiled SQL statements,Results in a thinner client and database server,All of the above., ,A," No answer description available for this question. <a href=""discussion-849"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Which of the following statements is true concerning JDBC?,It is language independent.,It is similar in concept to ODBC.,It is useful for all object-oriented languages.,It consists of three main layers., ,B," No answer description available for this question. <a href=""discussion-845"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,A characteristic of a file server is which of the following?,Manages file operations and is shared on a network.,Manages file operations and is limited to one PC.,Acts as a fat client and is shared on a network.,Acts as a fat client and is limited to one PC., ,A," No answer description available for this question. <a href=""discussion-846"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Stored procedures have which of the following advantages?,It takes a longer time to write them as compared to writing Visual Basic.,Network traffic increases,Data integrity improves as multiple applications access the same stored procedure.,Result in thicker client and thinner database server., ,C," No answer description available for this question. <a href=""discussion-842"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Which of the following statements is a true statement concerning the open database connectivity standard (ODBC)?,Each vendor desiring to be ODBC-complaint provides an ODBC driver.,Requires certain criteria to be met in order to establish an ODBC connection.,Provides a programming interface that provides a common language for application programs to access and process SQL databases independent of the RDBMS accessed.,All of the above., ,D," No answer description available for this question. <a href=""discussion-844"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Which of the following is true concerning QBE?,An official standard has been defined for QBE.,QBE cannot be used for client/server systems.,QBE does not give the programmer a visual programming environment.,Complete applications can be written using QBE., ,D," No answer description available for this question. <a href=""discussion-843"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Client/server security includes which of the following?,Physical security,Change control security,Measures taken to secure all systems,All of the above., ,D," No answer description available for this question. <a href=""discussion-851"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,An application program interface (API) is which of the following?,The same thing as ODBC.,Middleware that does not provide access to a database.,Middleware that provides access to a database.,The same thing as JDBC., ,C," No answer description available for this question. <a href=""discussion-852"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Three-tier architecture includes which of the following?,Three server layers,A client layer and two server layers,Two client layers and one server layer,Three client layers, ,B," No answer description available for this question. <a href=""discussion-847"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,Which of the following is true concerning the mainframe?,It is the same thing as client/server.,Requires someone to decide which code should be on the workstation or the server.,Mission-critical systems have tended to remain there.,All of the above., ,C," No answer description available for this question. <a href=""discussion-855"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,A server cannot serve on which of the following levels?,Client Layer,Business Layer,Database Layer,All of the above., ,A," No answer description available for this question. <a href=""discussion-856"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,The three different application logic components are which of the following?,"Presentation, Client, and Storage","Presentation, Client, and Processing","Presentation, Processing, and Storage","Presentation, Processing, and Network", ,C," No answer description available for this question. <a href=""discussion-854"">Let us discuss</a>. "
Cse Engineering,The Client-Server Database, ,A database server is responsible for which of the following?,Database storage,Data processing logic,Data presentation logic,All of the above., ,A," No answer description available for this question. <a href=""discussion-848"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,Data scrubbing is which of the following?,A process to reject data from the data warehouse and to create the necessary indexes,A process to load the data in the data warehouse and to create the necessary indexes,A process to upgrade the quality of data after it is moved into a data warehouse,A process to upgrade the quality of data before it is moved into a data warehouse, ,D," No answer description available for this question. <a href=""discussion-908"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,The @active data warehouse architecture includes which of the following?,At least one data mart,Data that can extracted from numerous internal and external sources,Near real-time updates,All of the above., ,D," No answer description available for this question. <a href=""discussion-904"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,A goal of data mining includes which of the following?,To explain some observed event or condition,To confirm that data exists,To analyze data for expected relationships,To create a new data warehouse, ,A," No answer description available for this question. <a href=""discussion-915"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,An operational system is which of the following?,A system that is used to run the business in real time and is based on historical data.,A system that is used to run the business in real time and is based on current data.,A system that is used to support decision making and is based on current data.,A system that is used to support decision making and is based on historical data., ,B," No answer description available for this question. <a href=""discussion-902"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,A data warehouse is which of the following?,Can be updated by end users.,Contains numerous naming conventions and formats.,Organized around important subject areas.,Contains only current data., ,C," No answer description available for this question. <a href=""discussion-901"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,A snowflake schema is which of the following types of tables?,Fact,Dimension,Helper,All of the above, ,D," No answer description available for this question. <a href=""discussion-914"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,The generic two-level data warehouse architecture includes which of the following?,At least one data mart,Data that can extracted from numerous internal and external sources,Near real-time updates,All of the above., ,B," No answer description available for this question. <a href=""discussion-903"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,Fact tables are which of the following?,Completely denoralized,Partially denoralized,Completely normalized,Partially normalized, ,C," No answer description available for this question. <a href=""discussion-913"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,Data transformation includes which of the following?,A process to change data from a detailed level to a summary level,A process to change data from a summary level to a detailed level,Joining data from one source into various sources of data,Separating data from one source into various sources of data, ,A," No answer description available for this question. <a href=""discussion-910"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,Reconciled data is which of the following?,Data stored in the various operational systems throughout the organization.,Current data intended to be the single source for all decision support systems.,Data stored in one operational system in the organization.,Data that has been selected and formatted for end-user support applications., ,B," No answer description available for this question. <a href=""discussion-905"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,The load and index is which of the following?,A process to reject data from the data warehouse and to create the necessary indexes,A process to load the data in the data warehouse and to create the necessary indexes,A process to upgrade the quality of data after it is moved into a data warehouse,A process to upgrade the quality of data before it is moved into a data warehouse, ,B," No answer description available for this question. <a href=""discussion-909"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,The extract process is which of the following?,Capturing all of the data contained in various operational systems,Capturing a subset of the data contained in various operational systems,Capturing all of the data contained in various decision support systems,Capturing a subset of the data contained in various decision support systems, ,B," No answer description available for this question. <a href=""discussion-907"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,A star schema has what type of relationship between a dimension and fact table?,Many-to-many,One-to-one,One-to-many,All of the above., ,C," No answer description available for this question. <a href=""discussion-912"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,Transient data is which of the following?,Data in which changes to existing records cause the previous version of the records to be eliminated,Data in which changes to existing records do not cause the previous version of the records to be eliminated,Data that are never altered or deleted once they have been added,Data that are never deleted once they have been added, ,A," No answer description available for this question. <a href=""discussion-906"">Let us discuss</a>. "
Cse Engineering,Data Warehousing, ,A multifield transformation does which of the following?,Converts data from one field into multiple fields,Converts data from multiple fields into one field,Converts data from multiple fields into multiple fields,All of the above, ,D," No answer description available for this question. <a href=""discussion-911"">Let us discuss</a>. "
Cse Engineering,Distributed Databases, ,A distributed database has which of the following advantages over a centralized database?,Software cost,Software complexity,Slow Response,Modular growth, ,D," No answer description available for this question. <a href=""discussion-968"">Let us discuss</a>. "
Cse Engineering,Distributed Databases, ,An autonomous homogenous environment is which of the following?,The same DBMS is at each node and each DBMS works independently.,The same DBMS is at each node and a central DBMS coordinates database access.,A different DBMS is at each node and each DBMS works independently.,A different DBMS is at each node and a central DBMS coordinates database access., ,A," No answer description available for this question. <a href=""discussion-973"">Let us discuss</a>. "
Cse Engineering,Distributed Databases, ,A transaction manager is which of the following?,Maintains a log of transactions,Maintains before and after database images,Maintains appropriate concurrency control,All of the above., ,D," No answer description available for this question. <a href=""discussion-975"">Let us discuss</a>. "
Cse Engineering,Distributed Databases, ,Location transparency allows for which of the following?,Users to treat the data as if it is at one location,Programmers to treat the data as if it is at one location,Managers to treat the data as if it is at one location,All of the above., ,D," No answer description available for this question. <a href=""discussion-965"">Let us discuss</a>. "
Cse Engineering,Distributed Databases, ,A heterogeneous distributed database is which of the following?,The same DBMS is used at each location and data are not distributed across all nodes.,The same DBMS is used at each location and data are distributed across all nodes.,A different DBMS is used at each location and data are not distributed across all nodes.,A different DBMS is used at each location and data are distributed across all nodes., ,D," No answer description available for this question. <a href=""discussion-967"">Let us discuss</a>. "
Cse Engineering,Distributed Databases, ,Some of the columns of a relation are at different sites is which of the following?,Data Replication,Horizontal Partitioning,Vertical Partitioning,Horizontal and Vertical Partitioning, ,C," No answer description available for this question. <a href=""discussion-963"">Let us discuss</a>. "
