Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
G.K,Misslaneous, ,Which of the following events took place in the Cenozoic era?,"Formation of the rockies, India collides with Asia and the formation of the Himalayas and the Alps",Formation of the Appalachians and central European mountains,Splitting of India from Antarctic,Breaking up of Pangaea, ,A," No answer description available for this question. <a href=""discussion-709"">Let us discuss</a>. "
G.K,Misslaneous, ,"The oldest oil field in India is the ____ field, in ____","Anleshwar, Gujarat","Bombay High, Maharashtra","Nawagam, Gujarat","Digboi, Assam", ,D," No answer description available for this question. <a href=""discussion-652"">Let us discuss</a>. "
G.K,Misslaneous, ,"Unlike other parts of the Indian Coast, fishing industry has not developed along the Saurashtra coast because",there are few indentions suitable for fishing,of overwhelming dependence on agriculture and animal husbandary,the sea water is relatively more saline,of industrial development leading to widespread pollution of coastal area, ,B," No answer description available for this question. <a href=""discussion-692"">Let us discuss</a>. "
G.K,Misslaneous, ,The mountain building in Himalayas began,about 45 million years ago,when the continental plates of India and Eurasia converged on each other,both (a) and (b),None of the above, ,C," No answer description available for this question. <a href=""discussion-645"">Let us discuss</a>. "
G.K,Misslaneous, ,The outer Himalayas lie between,the lease Himalayas and the Indo Gangetic plain,the foot hills and the Indo Gangetic plain,the greater Himalayas and the lesser Himalayas,Indo-Gangetic plains and the peninsula, ,A," No answer description available for this question. <a href=""discussion-660"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following geographical features have played a great unifying role in strengthening the forces of homogeneity of the Indian people?The expanses of water surrounding the peninsulaThe Himalayan MountainsThe vastness of the countryThe presence of the Indian ocean,I,II,I and II,"I, II, III and IV", ,D," No answer description available for this question. <a href=""discussion-714"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following drainage systems fall into Bay of Bengal?,"Ganga, Brahmaputra and Godavari","Mahanadi, Krishna and Cauvery","Luni, Narnada and Tapti",Both (a) and (b), ,D," No answer description available for this question. <a href=""discussion-708"">Let us discuss</a>. "
G.K,Misslaneous, ,The oldest oil refinery in India is at,"Digboi, Assam","Haldia, near Kolkata","Koyali, near Baroda","Noonmati, Assam", ,A," No answer description available for this question. <a href=""discussion-653"">Let us discuss</a>. "
G.K,Misslaneous, ,The oldest mountains in India are,Aravalis,Vindhyas,Satpuras,Nilgiri hills, ,A," No answer description available for this question. <a href=""discussion-651"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following groups of rivers have their source of origin in Tibet?,"Brahmaputra, Ganges and Sutlej","Ganges, Sutlej and Yamuna","Brahmaputra, Indus and Sutlej","Chenab, Ravi and Sutlej", ,C," No answer description available for this question. <a href=""discussion-657"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following measures are effective for soil conservation in India?  Avoiding crop rotation  Afforestation  Encouraging the use of chemical fertilizers  Limiting shifting cultivation,I and II,II and IV,III and IV,"I, II and III", ,B," No answer description available for this question. <a href=""discussion-720"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following crops needs maximum water per hectare?,Barley,Maize,Sugarcane,Wheat, ,C," No answer description available for this question. <a href=""discussion-706"">Let us discuss</a>. "
G.K,Misslaneous, ,The watershed between India and Myanmar is formed by,the Naga hills,the Garo hills,Khasi hills,the Jaintia hills, ,A," No answer description available for this question. <a href=""discussion-683"">Let us discuss</a>. "
G.K,Misslaneous, ,The originating in the Himalayan mountain complex consists of how many distinct drainage systems of the Indian Subcontinent?,Two,Three,Four,Five, ,B," No answer description available for this question. <a href=""discussion-659"">Let us discuss</a>. "
G.K,Misslaneous, ,The percentage of India's total population employed in agriculture is nearly,40%,50%,60%,70%, ,D," No answer description available for this question. <a href=""discussion-667"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following important rivers of India does not originate from the Western Ghats?,Cauvery,Godavari,Krishna,Mahanadi, ,D," No answer description available for this question. <a href=""discussion-717"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following areas or regions is most prone to earthquakes?,Ganga-Brahmaputra valley,Deccan plateau,Plains of northern India,Western ghats, ,A," No answer description available for this question. <a href=""discussion-703"">Let us discuss</a>. "
G.K,Misslaneous, ,The proportion of forest to the total national geographical area of India as envisaged by National Forest Policy is,30.30%,33.30%,38.30%,42.30%, ,B," No answer description available for this question. <a href=""discussion-670"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following dams has generations of power more than irrigation as its main purpose?,Gandhi Sagar,Hirakud,Periyar,Tungabhadra, ,A," No answer description available for this question. <a href=""discussion-707"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following crops is regarded as a plantation crop?,Coconut,Cotton,Sugarcane,Rice, ,A," No answer description available for this question. <a href=""discussion-705"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following countries leads in the production of aluminium and its products in the world?,Australia,France,India,USA, ,D," No answer description available for this question. <a href=""discussion-704"">Let us discuss</a>. "
G.K,Misslaneous, ,The natural region which holds the Indian subcontinent is,equatorial climate change region,hot deset,monsoon,mediterranean, ,C," No answer description available for this question. <a href=""discussion-646"">Let us discuss</a>. "
G.K,Misslaneous, ,The most ideal region for the cultivation of cotton in India is,the Brahmaputra valley,the Indo-Gangetic valley,the Deccan plateau,the Rann of Kutch, ,C," No answer description available for this question. <a href=""discussion-642"">Let us discuss</a>. "
G.K,Misslaneous, ,"Which of the following are true with respect to the Indian Peninsular Plateau?The southern plateau block is formed mainly of granite and gneissThe Deccan lava plateau is an elevated tableland consisting of horizontally arranged lava sheetsThe Malwa plateau dominates the Vindhyam scraps, forming the northern flank of the plateauThe trough of the Narmada and Tapti are interposed between the Vindhyan and the Satpura ranges","I, II and III",I and II,"I, II, III and IV","I, III and IV", ,C," No answer description available for this question. <a href=""discussion-702"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following types of soil are mostly confined to river basins and coastal plains of India?,Alluvial soils,Black soils,Laterite soils,Red soils, ,A," No answer description available for this question. <a href=""discussion-696"">Let us discuss</a>. "
G.K,Misslaneous, ,"The two states of India, most richly endowed with iron ore, are",Bihar and Orissa,Madhya Pradesh and Orissa,Bihar and West Bengal,Madhya Pradesh and West Bengal, ,A," No answer description available for this question. <a href=""discussion-681"">Let us discuss</a>. "
G.K,Misslaneous, ,The most fertile region of India is,the Himalayas,the central Highlands,the Indo-Gangetic plain,peninsular plateau, ,C," No answer description available for this question. <a href=""discussion-641"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following groups accounts for over 90 per cent of India's annual coal production?,"Bihar, Orissa and West Bengal","Bihar, Orissa and Madhya Pradesh","Orissa, Madhya Pradesh and Tamil Nadu","West Bengal, Madhya Pradesh and Tamil Nadu", ,A," No answer description available for this question. <a href=""discussion-715"">Let us discuss</a>. "
G.K,Misslaneous, ,The significant shifts in Indian agriculture during green revolution include,non-food grains reported some spectacular progress and shift in the cropping pattern,"major food grains, in the eastern regions productions decreased and in the northern states increased",both (a) and (b),None of the above, ,C," No answer description available for this question. <a href=""discussion-676"">Let us discuss</a>. "
G.K,Misslaneous, ,The number of major ports in India is,5,8,13,15, ,C," No answer description available for this question. <a href=""discussion-649"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following is a peninsular river of India?,Gandak,Kosi,Krishna,Sutlej, ,C," No answer description available for this question. <a href=""discussion-718"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following is the most important raw material for generation of power in India?,Coal,Mineral Oil,Natural Gas,Uranium, ,A," No answer description available for this question. <a href=""discussion-719"">Let us discuss</a>. "
G.K,Misslaneous, ,"When it is noon IST at Allahabad in India, the time at Greenwich, London, will be","midnight ,GMT",1730 hours,0630 hours,None of the above, ,C," No answer description available for this question. <a href=""discussion-695"">Let us discuss</a>. "
G.K,Misslaneous, ,Which country has the largest coast line?,USA,Australia,Canada,India, ,C," No answer description available for this question. <a href=""discussion-700"">Let us discuss</a>. "
G.K,Misslaneous, ,The river Godavari  is often referred to as Vridha Ganga because,it is the older river of India,of its large size and extent among the peninsular rivers,there are a fairly large number of pilgrimage centres situated on its banks,its length is nearly the same as that of the river Ganges, ,B," No answer description available for this question. <a href=""discussion-673"">Let us discuss</a>. "
G.K,Misslaneous, ,The scarcity or crop failure of which of the following can cause a serious edible oil crisis in India?,coconut,Groundnut,Linseed,Mustard, ,B," No answer description available for this question. <a href=""discussion-675"">Let us discuss</a>. "
G.K,Misslaneous, ,"The pennines (Europe), Appalachians (America) and the Aravallis (India) are examples of",old mountains,young mountains,fold mountains,block mountains, ,A," No answer description available for this question. <a href=""discussion-664"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following factors are responsible for present crisis in the jute industry in India?The decline in overseas marketInadequately supply of raw juteStiff competition from synthetic packing materials Select the correct answer from the codes given below,I and II,"I, II and III",I and III,II and III, ,A," No answer description available for this question. <a href=""discussion-711"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following factors are responsible for India's failure to fully exploit the inland fisheries during the last five decades?Silting and pollution of the inland water bodiesDeforestation in the catchment areas of the riversLack of marketing facilities Select the correct answer from the codes given below,"I, II and III",I and II,I and III,II and III, ,C," No answer description available for this question. <a href=""discussion-710"">Let us discuss</a>. "
G.K,Misslaneous, ,B. C. Roy Award is given in the field of,Music,Journalism,Medicine,Environment, ,C," No answer description available for this question. <a href=""discussion-2298"">Let us discuss</a>. "
G.K,Misslaneous, ,In which year was Pulitzer Prize established?,1917,1918,1922,1928, ,A," No answer description available for this question. <a href=""discussion-2289"">Let us discuss</a>. "
G.K,Misslaneous, ,Gandhi Peace Prize for the year 2000 was awarded to the former President of South Africa along with,Sathish Dawan,C. Subramanian,Grameen Bank of Bangladesh,World Healt Organisation, ,C," No answer description available for this question. <a href=""discussion-2280"">Let us discuss</a>. "
G.K,Misslaneous, ,The prestigious Ramon Magsaysay Award was conferred was conferred upon Ms. Kiran Bedi for her excellent contribution to which of the following fields?,Literature,Community Welfare,Government Service,Journalism, ,C," No answer description available for this question. <a href=""discussion-2313"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following societies has instituted an award for an outstanding parliamentarian?,Jamanlal Bajaj Foundation,Institute of Constitutional and Parliamentary Studies,G. B. Pant Memorial Society,R. D. Birla samara Kosh, ,C," No answer description available for this question. <a href=""discussion-2325"">Let us discuss</a>. "
G.K,Misslaneous, ,Which is the highest gallantry award in India?,Param Vishishtat Seva Medal,Param Vir Chakra,Kirti Chakra,Vir Chakra, ,B," The Param Vir Chakra (PVC) is India's highest military decoration awarded for the highest degree of valour or self-sacrifice in the presence of the enemy, similar to the British Victoria Cross, US Medal of Honor, Pakistani Nishan-e-Haider, or French Legion of Honor or Russian Cross of St. George. "
G.K,Misslaneous, ,Which state gives Mewar Award?,Haryana,Delhi,Punjab,Rajasthan, ,D," No answer description available for this question. <a href=""discussion-2292"">Let us discuss</a>. "
G.K,Misslaneous, ,Who is the first Asian Winner of Nobel Prize?,C. V. Raman,Rajiv Gandhi,Rabindranath Tagore,Mother Teresa, ,C," No answer description available for this question. <a href=""discussion-2300"">Let us discuss</a>. "
G.K,Misslaneous, ,The first Indian to receive Noble Prize in Literature was,Mother Teresa,C. V. Raman,Rabindranath Tagore,Sarojini Naidu, ,C," No answer description available for this question. <a href=""discussion-2291"">Let us discuss</a>. "
G.K,Misslaneous, ,The first recipient of Rajiv Gandhi's 'Khel Ratna' award is,Vishwanathan Anand,Leander Peas,Kapil Dev,Limba Ram, ,A," No answer description available for this question. <a href=""discussion-2311"">Let us discuss</a>. "
G.K,Misslaneous, ,Pulitzer prize is awarded for outstanding work in the field of,Science and Technology,Environmental Studies,Literature and Journalism,International Understanding, ,C," No answer description available for this question. <a href=""discussion-2285"">Let us discuss</a>. "
G.K,Misslaneous, ,Saraswathi Samman is given annually for outstanding contribution to,classical music,education,literature,fine arts, ,C," No answer description available for this question. <a href=""discussion-2293"">Let us discuss</a>. "
G.K,Misslaneous, ,Who among the following has received a Nobel Prize in literature 1953?,Pablo Neruda,Derek Walcott,Ernest Hemingway,Winston Churchill, ,D, http://www.nobelprize.org/nobel_prizes/literature/laureates/1953/churchill-bio.html 
G.K,Misslaneous, ,The Arjuna Awards were instituted in the year,1965,1961,1963,1957, ,B," No answer description available for this question. <a href=""discussion-2279"">Let us discuss</a>. "
G.K,Misslaneous, ,The first Indira Gandhi Award for International Justice and Harmony has been given to,Larry Pressler,Amnesty International,Hussain Ibrahim Zaki,Yasser Arafat, ,D," No answer description available for this question. <a href=""discussion-2294"">Let us discuss</a>. "
G.K,Misslaneous, ,'Ashoka Chakra' is awarded for,acts of gallantry in the presence of enemy,gallantry by children,outstanding contribution to literature,"the most conspicuous bravery or self sacrifice on land, air or sea but not in the presence of the enemy", ,D," No answer description available for this question. <a href=""discussion-2297"">Let us discuss</a>. "
G.K,Misslaneous, ,The Nobel Prize was first awarded in,1976,1958,1901,1972, ,C," No answer description available for this question. <a href=""discussion-2318"">Let us discuss</a>. "
G.K,Misslaneous, ,Who among the following own the Nobel prize for literature?,Linus Pauling,Samuel Beckett,Philip Noel - Baker,Ralph Bunche, ,B," No answer description available for this question. <a href=""discussion-2320"">Let us discuss</a>. "
G.K,Misslaneous, ,The 'Cannes Award' is given for excellence in which field?,Films,Journalism,Literature,Economics, ,A," No answer description available for this question. <a href=""discussion-2286"">Let us discuss</a>. "
G.K,Misslaneous, ,The journalist who refused to accept 'Padma Bhushan' was?,Shekaran Nair,Khushwant Singh,Ratan Thiyam,Arun Shourie, ,B," Khushwant Singh (Journalist) : Returned his Padma Bhushan in protest against Operation Blue Star (1984), awarded Padma Vibhushan in 2007. "
G.K,Misslaneous, ,The Nobel peace prize is awarded in which city?,Oslo,Stockholm,Brussels,Geneva, ,A," No answer description available for this question. <a href=""discussion-2287"">Let us discuss</a>. "
G.K,Misslaneous, ,Arjuna Award is given for,Exceptional service in emergency,Bravery on battlefield,Outstanding performance in sports,Exceptional service in slum dwellers, ,C," No answer description available for this question. <a href=""discussion-2284"">Let us discuss</a>. "
G.K,Misslaneous, ,Who among the following is not a recipient of the Bharatiya Jnanpith Award?,Ashaparna Devi,M. F. Hussain,Raghupathi Sahai,V. K. Gokak, ,B," No answer description available for this question. <a href=""discussion-2324"">Let us discuss</a>. "
G.K,Misslaneous, ,The UNSECO's  'Prix Jules Verne' prize has been given to which of the following serials of Doordarshan?,The World This Week,Surabhi,Eye Witness,Turning Point, ,D," No answer description available for this question. <a href=""discussion-2296"">Let us discuss</a>. "
G.K,Misslaneous, ,Who among the following is not a recipient of 'Dada Saheb Phalke' Award?,Ramanand Sagar,Raj Kapoor,V. Shantaram,Ashok Kumar, ,A," No answer description available for this question. <a href=""discussion-2305"">Let us discuss</a>. "
G.K,Misslaneous, ,Which state Government of India has instituted the Samman Award?,Uttar Pradesh,Himachal Pradesh,Madhya Pradesh,Andhra Pradesh, ,C," No answer description available for this question. <a href=""discussion-2316"">Let us discuss</a>. "
G.K,Misslaneous, ,Sharad Joshi Samman is awarded for,Cartoon,Satire and essay,Trade Union Activity,Social Service, ,B," No answer description available for this question. <a href=""discussion-2290"">Let us discuss</a>. "
G.K,Misslaneous, ,"In 1901, Nobel Prize was not given for",Chemistry,Physics,Economics,Peace, ,C," No answer description available for this question. <a href=""discussion-2299"">Let us discuss</a>. "
G.K,Misslaneous, ,The highest civilian award of India 'Bharat Ratna' has been awarded to only two foreigners so far. One of them is Nelson Mandela. The other is,Abdul Ghaffar khan,Mikhail Gorbachev,Marshal Tito,Abdul Wali Khan, ,A," No answer description available for this question. <a href=""discussion-2321"">Let us discuss</a>. "
G.K,Misslaneous, ,The first recipient of Nehru Award was,Martin Luther King,Khan Abdul Ghaffar Khan,Mother Teresa,U Thant, ,D," No answer description available for this question. <a href=""discussion-2281"">Let us discuss</a>. "
G.K,Misslaneous, ,Shanthi Swaroop Bhatnagar awards are given for,exploring new dimensions in creative writing in Indian languages,outstanding contribution to science,creating mass awareness on environmental issues,excellence in film direction, ,B," No answer description available for this question. <a href=""discussion-2317"">Let us discuss</a>. "
G.K,Misslaneous, ,The Shanti Swarup Bhatnagar Award is given by which of the following organisations?,Council for Scientific and industrial research,Indian Council for Agricultural Research,Indian National Science Academy,ISRO, ,A," No answer description available for this question. <a href=""discussion-2314"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following awards was conferred upon Smt. Aruna Asaf Ali for her role in the welfare of adult and women?,Tagore Literacy Award,UNSECO Literacy Award,Moorti Devi Award,Kalinga Prize, ,C," No answer description available for this question. <a href=""discussion-2322"">Let us discuss</a>. "
G.K,Misslaneous, ,On whose name is the highest award for services to the development of cinema given?,Raj Kapoor,Dada Saheb,Meena Kumari,Amitabh Bachchan, ,B," No answer description available for this question. <a href=""discussion-2319"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following famous financial journals of international repute confers 'Finance minister of the year' Award?,Dalal Street,Business Standard,Euromoney,Money Matters, ,C," No answer description available for this question. <a href=""discussion-2315"">Let us discuss</a>. "
G.K,Misslaneous, ,Tansen Samman has been instituted by the Government of?,Gujarat,Maharashtra,Uttar Pradesh,Madhya Pradesh, ,D," No answer description available for this question. <a href=""discussion-2304"">Let us discuss</a>. "
G.K,Misslaneous, ,"On whom did the U. S. President George W. Bush bestow, in 2002, the U.S.'s highest award for life time achievement in the field of scientific research?",Arun Netravalli,Dr.Hargoving Kohrana,Subramania Chandrasekar,Professor C. Radhakrishna Rao, ,A," No answer description available for this question. <a href=""discussion-2295"">Let us discuss</a>. "
G.K,Misslaneous, ,The only Indian to win the Nobel prize in physics is,Dr. J.C. Bose,Dr. C. V. Raman,Dr. Vickram Sarabhai,Dr. H. J. Bhabha, ,B," No answer description available for this question. <a href=""discussion-2288"">Let us discuss</a>. "
G.K,Misslaneous, ,Who among the following is a winner of the Indira Gandhi Award for National integration?,Aruna Asaf Ali,Ashok Kumar,Sundarlal Bahuguna,M. G. K. Menon, ,A," No answer description available for this question. <a href=""discussion-2323"">Let us discuss</a>. "
G.K,Misslaneous, ,The first black American to win the Nobel Prize for literature is,Aurthe Ashe,Martin Luther King,Toni Morrison,Nelson Mandela, ,C," No answer description available for this question. <a href=""discussion-2302"">Let us discuss</a>. "
G.K,Misslaneous, ,"Who among the following got the 'Bharat Ratna' award, before becoming the President of India?",R. Venkatramanan,Dr. Zakir Hussain,V. V. Giri,Dr. Rajendra Prasad, ,B," No answer description available for this question. <a href=""discussion-2326"">Let us discuss</a>. "
G.K,Misslaneous, ,Manav Seva Award has been instituted in the memory of,Rajiv Gandhi,Dr. Rajendra Prasad,Indira Gandhi,Acharya, ,A," No answer description available for this question. <a href=""discussion-2301"">Let us discuss</a>. "
G.K,Misslaneous, ,Kalinga Award was instituted by,UNESCO for exceptional contribution of efforts to popularise science,Indian Military.,"Jnanpith, a cultural literacy society for encouraging creative writing in modern languages",Indian Adult Education Association for outstanding contribution of adult literacy in India, ,A," No answer description available for this question. <a href=""discussion-2282"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following films has won 9 Oscar Awards in 1987?,The World Safari,The Last Emperor,Rain Man,Amadeus, ,B," No answer description available for this question. <a href=""discussion-2277"">Let us discuss</a>. "
G.K,Misslaneous, ,Which of the following awards was conferred on Mrs. Kiran Bedi?,Golden Globe,Rani Lakshmi,Magsaysay,Saraswati, ,C," No answer description available for this question. <a href=""discussion-2306"">Let us discuss</a>. "
G.K,Misslaneous, ,Who was awarded the first Rajiv Gandhi National Sadhavana Award?,Archarya Tulsi,Dr. J. Rengaswamy,J. R. D Tata,Mother Teresa, ,D," No answer description available for this question. <a href=""discussion-2278"">Let us discuss</a>. "
G.K,Misslaneous, ,'Global 500' awards are given for the outstanding achievement in which of the following fields?,Campaign against AIDS,Population control,Protection of environment,Elimination of illiteracy, ,C," No answer description available for this question. <a href=""discussion-2303"">Let us discuss</a>. "
G.K,Misslaneous, ,To whom was 'Bharat Ratna' awarded in 1999?,Lata Mangeshkar,Amartya Sen,M. S. Subbulakshmi,Atal Behari Vajpayee, ,B," No answer description available for this question. <a href=""discussion-2283"">Let us discuss</a>. "
G.K,Misslaneous, ,In which decade was the American Institute of Electrical Engineers (AIEE) founded?,1850s,1880s,1930s,1950s, ,B," The IEEE (Institute of Electrical and Electronics Engineers) was formed in 1963 by the merger of the Institute of Radio Engineers (IRE, founded 1912) and the American Institute of Electrical Engineers (AIEE, founded 1884). "
G.K,Misslaneous, ,What is part of a database that holds only one type of information?,Report,Field,Record,File, ,B," No answer description available for this question. <a href=""discussion-1125"">Let us discuss</a>. "
G.K,Misslaneous, ,'OS' computer abbreviation usually means ?,Order of Significance,Open Software,Operating System,Optical Sensor, ,C," No answer description available for this question. <a href=""discussion-1119"">Let us discuss</a>. "
G.K,Misslaneous, ,In which decade with the first transatlantic radio broadcast occur?,1850s,1860s,1870s,1900s, ,D," On December 12, 1901, a radio transmission received by Guglielmo Marconi resulted in the first transmission of a transatlantic wireless signal (Morse Code) from Poldhu, Cornwall, to St. John's, Newfoundland. "
G.K,Misslaneous, ,'.MOV' extension refers usually to what kind of file?,Image file,Animation/movie file,Audio file,MS Office document, ,B," No answer description available for this question. <a href=""discussion-1109"">Let us discuss</a>. "
G.K,Misslaneous, ,In which decade was the SPICE simulator introduced?,1950s,1960s,1970s,1980s, ,C," SPICE (Simulation Program with Integrated Circuit Emphasis) was introduced in May 1972 by the University of Berkeley, California. "
G.K,Misslaneous, ,Most modern TV's draw power even if turned off. The circuit the power is used in does what function?,Sound,Remote control,Color balance,High voltage, ,B," Some authorities are recommending TV's, VCR's and Stereo's be connected to power strips with switches and turned off when not in use to save energy. Your remote will not work until power is switched back on. "
G.K,Misslaneous, ,Which is a type of Electrically-Erasable Programmable Read-Only Memory?,Flash,Flange,Fury,FRAM, ,A," It's commonly used for MP3 players, computer BIOS code and ""thumb"" drives. Originally developed in Japan by Toshiba, it has become quite popular for products requiring non-volatile erasable memory. Flash devices have a limited number of erase cycles (typically 10,000 to 1,000,000 cycles) so they're not as good a choice for applications in which the data changes constantly. However, since it has no moving parts (unlike a hard disk) it is an excellent choice for storing the operating code for small personal electronics like PDAs, cell phones, digital cameras, and the data in items like MP3 players. "
G.K,Misslaneous, ,The purpose of choke in tube light is ?,To decrease the current,To increase the current,To decrease the voltage momentarily,To increase the voltage momentarily, ,D," No answer description available for this question. <a href=""discussion-1099"">Let us discuss</a>. "
G.K,Misslaneous, ,'.MPG' extension refers usually to what kind of file?,WordPerfect Document file,MS Office document,Animation/movie file,Image file, ,C," No answer description available for this question. <a href=""discussion-1105"">Let us discuss</a>. "
G.K,Misslaneous, ,"Who is largely responsible for breaking the German Enigma codes, created a test that provided a foundation for artificial intelligence?",Alan Turing,Jeff Bezos,George Boole,Charles Babbage, ,A," No answer description available for this question. <a href=""discussion-1115"">Let us discuss</a>. "
G.K,Misslaneous, ,Who developed Yahoo?,Dennis Ritchie & Ken Thompson,David Filo & Jerry Yang,Vint Cerf & Robert Kahn,Steve Case & Jeff Bezos, ,B," No answer description available for this question. <a href=""discussion-1117"">Let us discuss</a>. "
G.K,Misslaneous, ,"Made from a variety of materials, such as carbon, which inhibits the flow of current...?",Choke,Inductor,Resistor,Capacitor, ,C, So named because it resists (or inhibits) the flow of current. 
G.K,Misslaneous, ,The most common format for a home video recorder is VHS. VHS stands for...?,Video Home System,Very high speed,Video horizontal standard,Voltage house standard, ,A," JVC (Japan Victor Corporation) and Matsushita (Panasonic) developed the VHS format to compete with Sony which developed the Beta format as the first home video cassette recorder. VHS originally stood for Vertical Helical Scan, but now means Video Home System. "
G.K,Misslaneous, ,What does VVVF stand for?,Variant Voltage Vile Frequency,Variable Velocity Variable Fun,Very Very Vicious Frequency,Variable Voltage Variable Frequency, ,D," It is a method of controlling the speed of an AC induction motor, whereby speed, current and torque can all be accurately controlled. "
G.K,Misslaneous, ,What frequency range is the High Frequency band?,100 kHz,1 GHz,30 to 300 MHz,3 to 30 MHz, ,D, The HF band is based on frequencies 3 to 30 Mhz. AM radio stations are in the HF band but normally are stated in kilohertz. 
G.K,Misslaneous, ,The first step to getting output from a laser is to excite an active medium. What is this process called?,Pumping,Exciting,Priming,Raising, ,A," A collection of atoms or molecules that can be excited to a higher energy state is called an active medium. Before lasing can occur, the active media is ""pumped"". The process of raising the atoms in the active media from a lower energy state to a higher state is like pumping water up from a well. "
G.K,Misslaneous, ,What is the relationship between resistivity r and conductivity s?,R = s2,R = s,R > s,R = 1/s, ,D," No answer description available for this question. <a href=""discussion-1126"">Let us discuss</a>. "
G.K,Misslaneous, ,Which motor is NOT suitable for use as a DC machine?,Permanent magnet motor,Series motor,Squirrel cage motor,Synchronous motor, ,C, The squirrel cage motor is the only one without any connection to the armature. 
G.K,Misslaneous, ,A given signal's second harmonic is twice the given signal's __________ frequency...?,Fourier,Foundation,Fundamental,Field, ,C," A given signal's second harmonic is twice the given signal's fundamental frequency. Harmonics are generated when there are non-linearities in an amplifier (there are always non-linearities). The worse the non-linearities, the more harmonics. A signal at 27.5 MHz (approximate frequency for US citizen's band) would have a second harmonic at 55.0 MHz (on US channel 2!). Can you see why there might be problems? A CB operator might do well to place a low-pass filter on his radio. "
G.K,Misslaneous, ,In which year was MIDI(Musical Instrument Digital Interface) introduced?,1987,1983,1973,1977, ,B," No answer description available for this question. <a href=""discussion-1103"">Let us discuss</a>. "
G.K,Misslaneous, ,What does the term PLC stand for?,Programmable Lift Computer,Program List Control,Programmable Logic Controller,Piezo Lamp Connector, ,C," Used in manufacturing, engineering, and process operations. "
G.K,Misslaneous, ,"When measuring the characteristics of a small-signal amplifier, say for a radio receiver, one might be concerned with its ""Noise...""?",Fundamental,Fall,Force,Figure, ,D," ""Noise figure"" is one critical parameter for determining the ""quality"" of a low-noise, small-signal, amplifier, and perhaps more importantly, the sensitivity of the overall receiver system. It is especially important for VHF (very high frequency) - and higher frequency - designs where most of the undesired ""noise"" (noise that masks or overpowers the desired signals) is generated internal to the electronics itself. In HF (high frequency) applications, atmospheric noise plays a much larger role in determining overall useful sensitivity, so a circuit's ""noise figure"" is less important. "
G.K,Misslaneous, ,'DB' computer abbreviation usually means ?,Database,Double Byte,Data Block,Driver Boot, ,A," No answer description available for this question. <a href=""discussion-1118"">Let us discuss</a>. "
G.K,Misslaneous, ,'.INI' extension refers usually to what kind of file?,Image file,System file,Hypertext related file,Image Color Matching Profile file, ,B," No answer description available for this question. <a href=""discussion-1106"">Let us discuss</a>. "
G.K,Misslaneous, ,"The sampling rate, (how many samples per second are stored) for a CD is...?",48.4 kHz,"22,050 Hz",44.1 kHz,48 kHz, ,C," CDs reproduce 44,100 samples per second. Which has a maximum frequency reproduction of 22,050 Hz, or just a hair past the upper limit of human hearing. In this way CDs can theoretically reproduce any frequency in the human hearing range. "
G.K,Misslaneous, ,Who created Pretty Good Privacy (PGP)?,Phil Zimmermann,Tim Berners-Lee,Marc Andreessen,Ken Thompson, ,A," Phil Zimmermann created the first version of PGP encryption in 1991. Pretty Good Privacy (PGP) is a data encryption and decryption computer program that provides cryptographic privacy and authentication for data communication. PGP is often used for signing, encrypting and decrypting texts, E-mails, files, directories and whole disk partitions to increase the security of e-mail communications. "
G.K,Misslaneous, ,What do we call a network whose elements may be separated by some distance? It usually involves two or more small networks and dedicated high-speed telephone lines.,URL (Universal Resource Locator),LAN (Local Area Network),WAN (Wide Area Network),World Wide Web, ,C," No answer description available for this question. <a href=""discussion-1123"">Let us discuss</a>. "
G.K,Misslaneous, ,"After the first photons of light are produced, which process is responsible for amplification of the light?",Blackbody radiation,Stimulated emission,Planck's radiation,Einstein oscillation, ,B," The word ""laser"" is actually an acronym for light amplification by stimulated emission of  radiation. Atoms or molecules of the active medium that have been excited to a higher energy level are stimulated by a passing photon to relax to a lower energy level and emit a photon that is indistinguishable from the passing photon, thereby increasing the number of photons like the incident one. "
