Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  ""The bridge was built at the cost of Rs. 128 crores and even civil bus service is not utilizing it, what a pity to see it grossly underutilized."" - A citizen's view on a new flyover linking east and west sides of a suburb.Assumptions:The building of such bridges does not serve any public objective.There has to be some accountability and utility of money spent on public projects.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," Clearly, the statement expresses grave concern over a newly-built flyover not being utilized by public. This implies that such projects need to be taken up only after working out their utility and that the huge expenditure incurred on building such structures is worthwhile only if they prove useful for the public. Thus, only II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  The Government has decided to levy 2 percent on the tax amount payable for funding drought relief programmes.Assumptions:The Government does not have sufficient money to fund drought relief programmes.The amount collected by way of surcharge may be adequate to fund these drought relief programmes.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," Since a surcharge has been levied to fund drought relief programmes, it follows that the Government does not have sufficient money for the same. So, I is implicit. Besides, the percentage of surcharge must have been decided after studying the expected inflow in relation to amount of funds required. So, II is also implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Detergents should be used to clean clothes.Assumptions:Detergents form more lather.Detergents help to dislodge grease and dirt.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," Nothing is mentioned about lather formation by the detergent. So, I is not implicit. Also, detergents should be used as they clean clothes better and more easily. So, II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  It will be a substantial achievement in the field of education if one provides one school for every village in our country and enforce attendance.Assumptions:Children in villages do not attend school regularly.Providing school to every village is desirable.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," The statement lays stress on enforcing attendance. This implies that children in villages do not attend school regularly. So, I is implicit. Besides, the statement calls 'one school for every village' a 'substantial achievement'. So, II is also implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  The government has decided to disinvest large chunk of its equity in select public sector undertakings for a better fiscal management.Assumptions:The amount generated out of the disinvestment process may reduce substantially the mounting fiscal deficits.There will be enough demand in the market for the shares of these undertakings.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," The fact given in I directly follows from the phrase '..... for a better fiscal management' in the statement. So, I is implicit. However, the public response to the new policy cannot be ascertained. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Never before such a lucid book was available on the topic.Assumptions:Some other books were available on this topic.You can write lucid books on very few topics.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," It follows from the statement that books on this topic were available before also but they were not 'lucid'. So, I is implicit. But a general comment as II cannot be made from the given statement. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  Please do not use lift while going down - an instruction on the top floor of a five-storey building.Assumptions:While going down, the lift is unable to carry any load.Provision of lift is a matter of facility and not of right.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," The statement requests people not to use lift while moving down. This implies that the lift may be used to move up and the request has been made so that more people can use the lift for ascending which would otherwise cause more physical stress than going down the stairs. So, only II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  ""I have not received telephone bills for nine months inspite of several complaints"" - A telephone customer's letter to the editor of a dailyAssumptions:Every customer has a right to get bills regularly from the telephone company.The customer's complaints point to defect in the services which are expected to be corrected.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," The customer's eagerness to get the bills makes I implicit. Besides, the customer has written to the editor to bring the malfunctioning of the department to public notice. So, II is also implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  ""This drink can be had either as it is, or after adding ice to it."" - An advertisement.Assumptions:People differ in their preferences.Some people will get attracted to the drink as it can be had as it is.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," The advertisement tells the different ways in which the drink can be had. This means that different people prefer to have it in a different way and that some people would prefer it only because it can be taken in a particular manner. So, both I and II are implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Government has permitted unaided colleges to increase their fees.Assumptions:Unaided colleges are in financial difficulties.Aided colleges do not need to increase fees.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," Unaided colleges have been allowed to increase their fees. This means that they are in financial difficulties. So, I is implicit. Nothing is mentioned about the aided colleges. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Be humble even after being victorious.Assumptions:Many people are humble after being victorious.Generally people are not humble.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," Clearly, nothing is mentioned about the nature of the people. So, I is not implicit. Also, the statement gives an advice of being humble even after being victorious. This means that generally people are not humble. So, II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  The government has decided to pay compensation to the tune of Rs. 1 lakh to the family members of those who are killed in railway accidents.Assumptions:The government has enough funds to meet the expenses due to compensation.There may be reduction in incidents of railway accidents in near future.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," Clearly, the amount of compensation must have been decided keeping in mind the monetary position of the Government. So, I is implicit. However, nothing can be said about the frequency of railway accidents in future. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Films have become indispensable for the entertainment of people.Assumptions:Films are the only media of entertainment.People enjoy films.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," 'Films are indispensable' does not mean that they are the only means of entertainment. So, I is not implicit. Clearly, II follows from the statement. So, it is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  Of all the newspapers published in Mumbai, readership of the ""Times"" is the largest in the Metropolis.Assumptions:'Times' is not popular in mofussil areas.'Times' has the popular feature of cartoons on burning social and political issues.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,D," Neither the volume of readership of the 'Times' in areas other than the Metropolis nor the reason for its huge acclamation is evident from the statement So, neither I  nor II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  Apart from the entertainment value of television, its educational value cannot be ignored.Assumptions:People take television to be a means of entertainment only.The educational value of television is not realised properly.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," The statement makes the first assumption clear though educational value is not to be ignored. So, I is implicit. That the educational value must not be ignored also shows that educational value is not realised properly. So, II is also implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Children are influenced more by their teachers nowadays.Assumptions:The children consider teachers as their models.A large amount of children's time is spent in school.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," Clearly, it is because children consider teachers as their model that they are more influenced by them. So, I is implicit. It is not necessary that the children are influenced by teachers because they spend much time in school. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  You know that your suit is excellent when people ask about your tailor who tailored the suit.Assumptions:People do not ask about your tailor if your suit is not good.The people want to know the criterion of an excellent suit.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," The statement mentions that if the people ask about the tailor, your suit is good. This means that people ask only in the situation when the thing is good. So, I is implicit. The criteria of an excellent suit is not mentioned. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  His recent investment in the shares of Company A is only a gamble.Assumptions:He may incur loss on his investment.He may gain from his investment.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,C, The use of the world 'gamble' indicates that he may either gain or lose in the deal. 
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Why don't you go to the court if the employer does not pay you the Provident Fund contribution?Assumptions:Courts can intervene in matters of dispute between employer and employees.It is obligatory for the employer to pay the Provident Fund contribution to the employees.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E, 
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  'Double your money in five months.' - An advertisement.Assumptions:The assurance is not genuine.People want their money to grow.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," The truth or falsity of the promise made in the statement cannot be judged. So, I is not implicit. Since the concerned firm advertises with the assurance that money can be doubled quickly by investing with it, so II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  The education of a student at collegiate level, not taking into account maintenance expenses, costs four hundred rupees a year. Collegiate education is thus drawing heavily upon the national resources of an impoverished community. So college education should be restricted to a brilliant few.Assumptions:Our resources are very limited.Only a few students should be admitted to the colleges.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E, The use of the words 'impoverished community' in the statement makes I implicit while the phrase 'college education should be restricted to a brilliant few' makes II implicit. 
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  A's advice to B - ""Go to Jammu via Amritsar - the shortest route"".Assumptions:B wishes to go to Jammu.A gives advice to everybody.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," A has advised B the route to Jammu. This means that B wishes to go to Jammu. So, I is implicit. The statement mentions only A's advice to B. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  All existing inequalities can be reduced, if not utterly eradicated, by action of governments or by revolutionary change of government.Assumptions:Inequality is a man-made phenomenon.No person would voluntarily part with what he possesses.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," Since inequality can be reduced, it means that it is not natural but created. So, I is implicit. Nothing is mentioned about people's response. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  The campaign of 'Keep your city clean' started by the Civil Council did not evoke any response from the citizens.Assumptions:People do not desire to keep their city clean.The Civil Council has failed in its campaign.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," According to the statement, the campaign did not get any response from citizens. This means that people are not interested in keeping the city clean and the campaign has failed. So, both I and II are implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  The district administration has issued a circular to all the farmers under its jurisdiction advising them for not using pesticides indiscriminately as it may pollute the ground water.Assumptions:People may stop using ground water if the farmers continue to use pesticides indiscriminately.Farmers may refrain from using pesticides indiscriminately.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," The district administration has issued a circular to make the farmers aware of hazards that indiscriminate use of pesticides poses to ground water and plead them to refrain from the same. So, II is implicit. However, I cannot be assumed from the given statement and so it is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  The coffee powder of company X is quite better in taste than the much advertised coffee of company Y.Assumptions:If your product is not good, your spend more on advertisement.Some people are tempted to buy a product by the advertisement.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," Since the statement holds the product of company X more superior in quality than that of Y which spends more on advertisement, so I is not implicit. According to the statement, the product of company Y is more known because of more advertisement. So, II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  Of all the radio sets manufactured in India, the 'X' brand has the largest sale.Assumptions:The sale of all the radio sets manufactured in India is known.The manufacturing of no other radio set in India is as large as 'X' brand radio.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," Clearly, the comparison could not be made without knowing the sale of all the radio sets. So, I is implicit. The statement mentions only that the sale is largest and nothing is mentioned about the manufacture. So, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  ""You should not grant him leave in this week due to exigency of work."" - A supervisor advises the administrative officer.Assumptions:Request for leave can be turned down also.The supervisor has reviewed the work required to be done during the said period.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," The advice is given to turn down the request for leave. So, I is implicit. The mention of the 'exigency of work' makes II implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  Like a mad man, I decided to follow him.Assumptions:I am not a mad man.I am a mad man.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,C," The words 'Like a mad man' show that either a person is really mad or he is not mad but acted like mad. So, either I or II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  The first step in treating addicts is to re-establish their lost ties, for which a continuous personal attention should be paid to the addicts under treatment.Assumptions:Addicts under treatment respond better when shown personal interest.Addiction and strained relationships are intimately connected.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," Clearly, treatment of addiction requires personal attention as the first step. So, I is implicit. Also, since intimacy and personal attention are required to treat addicts, it implies that addiction arises out of frustration due to strained relationships. So, II is also implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  Beware of dogs, our dogs do not bark, but they are trained to distinguish between genuine guests and intruders.Assumptions:Barking dogs bite rarely.Our dogs could be dangerous for intruders.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," The statement clearly warns the visitors to beware of dogs as they are trained to welcome the guests and intruders differently. So, II is implicit. I is vague and hence, it is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,"Statement:  Because of the large number of potholes in road X, reaching airport in time has become difficult.Assumptions:Reaching airport in time may not be always necessary.There is no other convenient road to the airport.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," The statement presents the issue of 'not reaching airport in time' as a problem. This means that reaching airport in time is necessary. So, I is not implicit. Besides, it is mentioned that reaching airport in time has become difficult due to large number of potholes in road X. This implies that road X is the only possible way. So, II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Safety and health practices in many Indian companies are well below the international standards.Assumptions:International standards of health and safety are ideal and unrealistic.Indian organizations do not consider safety and health management as their prime social responsibility.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," The statement talks about the safety and health practices in Indian companies being far below international standards. It is clearly a criticism of Indian organizations not paying considerable attention to these aspects. So, II is implicit. The international standards demand perfection and are, in no way, non-achievable. So, I is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Greater public participation results in good civic governance. - Statement of Municipal Commissioner of City A.Assumptions:The municipal office is not competent to effect good civic administration.Good civic governance is a matter of collective will and effort of the people and administration.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," The statement stresses on the fact that though civic governance is the task of the municipal body, but all the tasks done come out to be more fruitful if the general public lends a helping hand in the same. So, only II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  The regulatory authority has set up a review committee to find out the reasons for unstable stock prices.Assumptions:The investors may regain confidence in stock market by this decision.The review committee has the expertise to find out the causes for volatility in the stock market.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E," Clearly, I mentions the aim for which the step talked about in the statement, has been undertaken while II mentions the essential requirement for it. So, both I and II  are implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Please note that the company will provide accommodation to only outside candidates if selected.' - A condition in an advertisement.Assumptions:The local candidates would be having some other arrangement for their stay.The company plans to select only local candidates.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," The statement mentions that the company intends to provide accommodation only to outside candidates. This means that local candidates would have to arrange accommodation on their own and that the company may select local as well as outside candidates. Thus, only I is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Cases of food poisoning due to consumption of liquor are increasing in rural areas.Assumptions:Percentage of people consuming liquor is more in rural areas.There are many unauthorized spurious liquor shops in the rural areas.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B," The statement talks of number of cases of food poisoning due to consumption of liquor and not of the number of cases consuming liquor. So, I is not implicit. Besides, the statement indicates that people in rural areas are getting spurious or low-grade liquor and no check is being kept on shops selling liquor there. So, II is implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  Lack of stimulation in the first four or five years of life can have adverse consequences.Assumptions:A great part of the development of observed intelligence occurs in the earliest years of life50 percent of the measurable intelligence at age of 17 is already predictable by the age of four.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," The lacking in first four or five years can be adverse because it is the main period of development. So, I is implicit. Since nothing is mentioned about the predictability of intelligence, II is not implicit. "
Logical Reasoning,Misscellaneous,In each question below is given a statement followed by two assumptions numbered I and II. You have to consider the statement and the following assumptions and decide which of the assumptions is implicit in the statement.Give answer(A) If only assumption I is implicit(B) If only assumption II is implicit(C) If either I or II is implicit(D) If neither I nor II is implicit(E) If both I and II are implicit.,Statement:  The X-Airlines has decided to increase the passenger fare by 15 percent with immediate effect.Assumptions:The demand for seats of X-Airlines may remain unchanged even after the hike of fare.Other airline companies may also hike the passenger fares.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A," Clearly, such decisions are taken only after making sure that it will not affect the company's business adversely. So, I is implicit. However, the impact of this increase on other airlines cannot be ascertained. So, II is not implicit. "
